iter	Logloss
0	0.6903732452
1	0.6874310817
2	0.6843908898
3	0.6810606931
4	0.6786507174
5	0.6762721035
6	0.6737412648
7	0.6710454523
8	0.6689584046
9	0.6664612407
10	0.6639936648
11	0.661546139
12	0.6596444537
13	0.6575977281
14	0.6550914386
15	0.6535165989
16	0.651656986
17	0.6501223907
18	0.6485813171
19	0.6468580992
20	0.6453509589
21	0.6435209175
22	0.6420225197
23	0.6406207452
24	0.6392405488
25	0.6373179056
26	0.6359619429
27	0.6347919446
28	0.6332259826
29	0.6320769533
30	0.6307763518
31	0.6294531241
32	0.6279664257
33	0.6268075859
34	0.6258399311
35	0.6246016713
36	0.6237689533
37	0.6223705961
38	0.6211986908
39	0.6201218168
40	0.6188682595
41	0.6178675155
42	0.6165135035
43	0.615676825
44	0.6147568496
45	0.6137607501
46	0.6130530711
47	0.6121496846
48	0.6109003272
49	0.6099431962
50	0.609136174
51	0.6083595677
52	0.607624935
53	0.6064804533
54	0.6057039006
55	0.6050740774
56	0.6043728547
57	0.6032748639
58	0.6023108378
59	0.60164514
60	0.6009307753
61	0.6002607522
62	0.5995303828
63	0.5986551666
64	0.5980832274
65	0.597390096
66	0.5966124889
67	0.5960905837
68	0.5956728234
69	0.5950648708
70	0.5944998885
71	0.5938188108
72	0.5930273894
73	0.5924772828
74	0.591896132
75	0.5912298452
76	0.5906806497
77	0.5901109992
78	0.5894665335
79	0.5890481053
80	0.5885016584
81	0.5877864512
82	0.5871898806
83	0.5867332986
84	0.5860667453
85	0.5855451407
86	0.585072953
87	0.5844918697
88	0.5838126767
89	0.5832982114
90	0.5829220339
91	0.5825746044
92	0.5822000948
93	0.581632844
94	0.5812028746
95	0.580664338
96	0.5800959751
97	0.5795508778
98	0.5790833599
99	0.5784549342
100	0.5780217139
101	0.5776407176
102	0.5772098792
103	0.5769395037
104	0.5765639564
105	0.5761558595
106	0.5755645141
107	0.575142782
108	0.5746246964
109	0.5742151335
110	0.5737633169
111	0.5734461597
112	0.5729930012
113	0.5723967046
114	0.5717093739
115	0.5713376961
116	0.5707656831
117	0.5703106918
118	0.5698944667
119	0.569501305
120	0.5691361974
121	0.5688382108
122	0.5683504352
123	0.567951246
124	0.5675205574
125	0.5668484095
126	0.5666091581
127	0.5662936409
128	0.56590183
129	0.5655596907
130	0.5649995566
131	0.564674637
132	0.564211881
133	0.563853707
134	0.563352182
135	0.5630819221
136	0.5627449715
137	0.5621895926
138	0.5618506654
139	0.5614864613
140	0.5611974903
141	0.5607480457
142	0.5603800461
143	0.5600229101
144	0.5596809546
145	0.5594784253
146	0.5591877069
147	0.5589253389
148	0.558609935
149	0.5581599265
150	0.5576417282
151	0.5573394769
152	0.5570194363
153	0.5566195465
154	0.5562462908
155	0.555858021
156	0.5555617567
157	0.5549555882
158	0.5546557658
159	0.554358672
160	0.5541544797
161	0.5539865781
162	0.5537211185
163	0.5534979227
164	0.5532421931
165	0.552945712
166	0.5526104271
167	0.5522282821
168	0.5518137271
169	0.5515128618
170	0.55125811
171	0.5510237401
172	0.5507092878
173	0.5503358963
174	0.5498762074
175	0.5495861451
176	0.5493455854
177	0.54883206
178	0.5485293079
179	0.5481293468
180	0.5478850266
181	0.5475449818
182	0.5473050885
183	0.5469068979
184	0.5466844603
185	0.5464082069
186	0.5461541165
187	0.5458741472
188	0.5455942433
189	0.5452580056
190	0.5449185447
191	0.5445781025
192	0.5443218465
193	0.5440724114
194	0.5437895738
195	0.5435677842
196	0.5431904514
197	0.5428967967
198	0.5426208939
199	0.5423954796
200	0.5421031378
201	0.5418848637
202	0.5416162709
203	0.541413211
204	0.5411793186
205	0.5408405944
206	0.5404626731
207	0.5401995589
208	0.5398988617
209	0.53962118
210	0.539247799
211	0.5389404097
212	0.5386729286
213	0.5384392273
214	0.5380780971
215	0.537876632
216	0.5376405036
217	0.5372598248
218	0.5370584935
219	0.5369521152
220	0.5366333883
221	0.5364224565
222	0.5362428229
223	0.5359599081
224	0.5356899479
225	0.5354307923
226	0.5352286399
227	0.5349949192
228	0.5347657595
229	0.534559457
230	0.5341593272
231	0.5338110996
232	0.5335331546
233	0.5331753901
234	0.5329018923
235	0.5327647445
236	0.5324865506
237	0.5321612436
238	0.5319642315
239	0.5317603401
240	0.5315105688
241	0.5313426774
242	0.5311556345
243	0.5309843901
244	0.5307088816
245	0.5305821265
246	0.5302304777
247	0.5300754407
248	0.5297728499
249	0.5295845654
250	0.529282582
251	0.5290623812
252	0.5289691237
253	0.5287183104
254	0.5285307139
255	0.5283809443
256	0.5281566048
257	0.5279535076
258	0.5276920519
259	0.5275556984
260	0.5273799418
261	0.5271586536
262	0.5268933167
263	0.5267850721
264	0.5266201322
265	0.5264382606
266	0.5261748446
267	0.5259959322
268	0.5258167235
269	0.5256502812
270	0.5255225321
271	0.5252210644
272	0.5250592809
273	0.5248925218
274	0.5246098204
275	0.5243942542
276	0.524222287
277	0.5241132465
278	0.523878396
279	0.5236875001
280	0.5235160071
281	0.523223894
282	0.5230468047
283	0.5227384766
284	0.5225659831
285	0.5223097335
286	0.5221432401
287	0.5217985374
288	0.5215698081
289	0.5212677648
290	0.5210423322
291	0.5207971851
292	0.5205695658
293	0.520398878
294	0.5200874029
295	0.5198448731
296	0.5196861388
297	0.5194266085
298	0.5191517501
299	0.5189247039
300	0.5186177621
301	0.5184966622
302	0.5182305161
303	0.5180225714
304	0.5179107669
305	0.5177201458
306	0.5174934177
307	0.5171904647
308	0.5169172196
309	0.5167186573
310	0.51650185
311	0.5162509075
312	0.5160705679
313	0.5158834308
314	0.5157084302
315	0.5155240342
316	0.5153330898
317	0.5150776358
318	0.5149462159
319	0.5148322383
320	0.5145349575
321	0.514381043
322	0.5142464766
323	0.5139845686
324	0.5138315306
325	0.513645097
326	0.513408167
327	0.5131838381
328	0.5130216471
329	0.5128537051
330	0.5126578279
331	0.5124803679
332	0.5123048066
333	0.5120633084
334	0.5118071174
335	0.5116058129
336	0.5113973006
337	0.5111671678
338	0.5109554922
339	0.5108143401
340	0.5105145108
341	0.5103682994
342	0.5101819519
343	0.5100677295
344	0.5099214241
345	0.5096930235
346	0.5095708422
347	0.5094008953
348	0.5091825631
349	0.5089503306
350	0.508683974
351	0.5084942363
352	0.5083071775
353	0.5081384262
354	0.5079582927
355	0.5077505963
356	0.5075383227
357	0.5073592845
358	0.5071910342
359	0.5070323676
360	0.5067758036
361	0.5066334627
362	0.506415052
363	0.5062118493
364	0.5059778436
365	0.505844456
366	0.5056106055
367	0.5054884038
368	0.5052720408
369	0.5051127165
370	0.5048798667
371	0.504636482
372	0.5043365259
373	0.5041566853
374	0.5040104672
375	0.5037849117
376	0.5035559032
377	0.5033870962
378	0.5032437553
379	0.5031035457
380	0.5029575666
381	0.5027281275
382	0.5025756192
383	0.5024191179
384	0.5023268609
385	0.502142337
386	0.5018400898
387	0.5016130627
388	0.5014100883
389	0.5011646164
390	0.5009715997
391	0.5008216577
392	0.500654785
393	0.5003947544
394	0.5001866401
395	0.5000234584
396	0.4998490866
397	0.4997033501
398	0.4994927899
399	0.4992608544
400	0.4991087626
401	0.4989405245
402	0.4987900576
403	0.4985803871
404	0.498379364
405	0.4981759531
406	0.4979909524
407	0.4977317761
408	0.4975352051
409	0.4973608953
410	0.4972324643
411	0.4970488865
412	0.4968687606
413	0.496698175
414	0.4965384627
415	0.4963329501
416	0.4960566257
417	0.4958624768
418	0.4956995586
419	0.4954868339
420	0.4953622694
421	0.4951574933
422	0.4949788531
423	0.4947132165
424	0.4945463264
425	0.4943373395
426	0.4941770152
427	0.4940318889
428	0.4938838586
429	0.4936514463
430	0.4934242249
431	0.4932954459
432	0.4930792646
433	0.4929000022
434	0.4926628553
435	0.4924638272
436	0.4922014775
437	0.4920222842
438	0.4918405111
439	0.4916327226
440	0.4914560823
441	0.491286324
442	0.4910766263
443	0.4908944241
444	0.4907171804
445	0.4904790212
446	0.4902973375
447	0.4901138446
448	0.4899251836
449	0.4897903811
450	0.4896659559
451	0.4895115091
452	0.4893469655
453	0.4892407699
454	0.488988229
455	0.4888417191
456	0.4886956181
457	0.4884646438
458	0.4882395284
459	0.4880693476
460	0.4879799021
461	0.4877329789
462	0.4875790009
463	0.4873185531
464	0.4871593757
465	0.4869455795
466	0.4867142136
467	0.4865458277
468	0.4864003823
469	0.486277092
470	0.486075896
471	0.4859389541
472	0.485793798
473	0.4855852565
474	0.4854195722
475	0.4852149043
476	0.485097625
477	0.4849185414
478	0.4847005444
479	0.4845449031
480	0.4843128141
481	0.4841151006
482	0.483873192
483	0.4836781321
484	0.4835350984
485	0.4833637269
486	0.4831862732
487	0.4829555922
488	0.482753012
489	0.4825596821
490	0.4823380594
491	0.4821604834
492	0.4820364677
493	0.4818933156
494	0.4817336297
495	0.4816114823
496	0.4814424678
497	0.4812865615
498	0.481140103
499	0.4809969215
500	0.4808481339
501	0.4806266265
502	0.4804257372
503	0.4801647576
504	0.4800540965
505	0.4798138009
506	0.4796104831
507	0.4794633465
508	0.4792847395
509	0.4790778955
510	0.4789325938
511	0.4788178335
512	0.4786594889
513	0.4784262726
514	0.4782662596
515	0.4780273777
516	0.4778354385
517	0.4776479461
518	0.4774441907
519	0.4772575551
520	0.4770833522
521	0.4769102498
522	0.4766958792
523	0.4764988587
524	0.476219658
525	0.4760928124
526	0.4759690365
527	0.4758621287
528	0.4757116114
529	0.4755150025
530	0.4752333429
531	0.4751010205
532	0.4748918672
533	0.4747759719
534	0.4745447668
535	0.4743634239
536	0.4741861479
537	0.4740240125
538	0.473844116
539	0.473606121
540	0.4734222031
541	0.4732653313
542	0.4731024259
543	0.4729723274
544	0.4727773242
545	0.4725886186
546	0.472391448
547	0.4722395357
548	0.4720676493
549	0.4718692548
550	0.4717037703
551	0.4715438038
552	0.471359579
553	0.4711936283
554	0.470984415
555	0.4708274498
556	0.4705535421
557	0.4704210149
558	0.4702534854
559	0.4700704255
560	0.4698656851
561	0.469693543
562	0.4694844647
563	0.4693300904
564	0.4691408875
565	0.4689441881
566	0.4687703524
567	0.468595952
568	0.4683733167
569	0.4681717425
570	0.4680167575
571	0.467801182
572	0.4676054418
573	0.4674872697
574	0.467243638
575	0.46711718
576	0.4669586329
577	0.4668751877
578	0.4667431201
579	0.4665551409
580	0.4664130185
581	0.4662095179
582	0.4660158198
583	0.4658039888
584	0.4656715735
585	0.4654944154
586	0.4653012264
587	0.4650629215
588	0.4648785306
589	0.4646881003
590	0.4644842075
591	0.464326266
592	0.4641047033
593	0.4638878301
594	0.4637206584
595	0.4636552235
596	0.4635260789
597	0.4634128825
598	0.4632042991
599	0.4630133917
600	0.462834101
601	0.4626687313
602	0.4624968265
603	0.4623578268
604	0.4622119303
605	0.4620816267
606	0.4619284407
607	0.4617901551
608	0.4616537516
609	0.4614658374
610	0.4613035344
611	0.4611125367
612	0.4609818313
613	0.4607927005
614	0.4606453696
615	0.4604907756
616	0.4602177571
617	0.4600569737
618	0.459850439
619	0.4596189658
620	0.4594196931
621	0.4592416579
622	0.4591211128
623	0.4589539284
624	0.4588327272
625	0.4586837608
626	0.4585772032
627	0.4584279297
628	0.4582031258
629	0.4580101577
630	0.4578345637
631	0.4576818367
632	0.4575445082
633	0.4573769525
634	0.4572278449
635	0.4570983117
636	0.4568422
637	0.4565921528
638	0.4563894506
639	0.4562235799
640	0.4560692737
641	0.455964892
642	0.4557666698
643	0.4556538876
644	0.4555317724
645	0.4553931497
646	0.4552157193
647	0.4549953315
648	0.4548674457
649	0.454674696
650	0.4545225663
651	0.4544354455
652	0.4542843966
653	0.4540932158
654	0.4539680062
655	0.4538527718
656	0.4537058067
657	0.4535765478
658	0.4534169175
659	0.4532013875
660	0.4529714972
661	0.4527671536
662	0.4525965737
663	0.4524200845
664	0.4522845588
665	0.452072293
666	0.4518767855
667	0.45174835
668	0.4515287423
669	0.4514040597
670	0.4512369194
671	0.4511391987
672	0.4509170521
673	0.4507111499
674	0.4505732682
675	0.4504933013
676	0.4503039082
677	0.4501422642
678	0.4499054584
679	0.4497280328
680	0.44952465
681	0.4493908653
682	0.4492143451
683	0.4490597434
684	0.4488886869
685	0.4487359995
686	0.4485719277
687	0.448390377
688	0.4482233907
689	0.4480775146
690	0.4479419288
691	0.4478555911
692	0.4476137826
693	0.4474935824
694	0.4473013128
695	0.4470450368
696	0.4469272296
697	0.446801211
698	0.4466332651
699	0.4465514953
700	0.4463252635
701	0.4461970578
702	0.4460676275
703	0.4459145764
704	0.4457922232
705	0.4456449561
706	0.4454592603
707	0.4453276961
708	0.4451142338
709	0.4450058351
710	0.444892286
711	0.4447383863
712	0.4445769767
713	0.4443449833
714	0.4441806608
715	0.4439758993
716	0.4438079777
717	0.4437136466
718	0.4436173112
719	0.4435061844
720	0.4433244781
721	0.4432066367
722	0.4430432021
723	0.4428594041
724	0.4427291308
725	0.4425606845
726	0.4424305894
727	0.4423345539
728	0.4421527511
729	0.4419764407
730	0.4418169214
731	0.4417056173
732	0.4415285967
733	0.4413775709
734	0.4412234292
735	0.441086926
736	0.4409740652
737	0.4408098131
738	0.4406799704
739	0.4405634367
740	0.4404828162
741	0.440293958
742	0.4401296664
743	0.4399821546
744	0.4398544342
745	0.4396992118
746	0.4395214647
747	0.4393991057
748	0.4392819404
749	0.4391120768
750	0.4390091363
751	0.4388879081
752	0.43872321
753	0.4385135338
754	0.4383749943
755	0.438239703
756	0.4381226518
757	0.4379917073
758	0.4378592467
759	0.4377346899
760	0.4375286437
761	0.4373694813
762	0.4371975344
763	0.4370464186
764	0.4369293437
765	0.4368137482
766	0.4366905211
767	0.4365967913
768	0.4364267156
769	0.4362707169
770	0.4361163296
771	0.435974498
772	0.4359063425
773	0.4357673363
774	0.4355724309
775	0.4354625937
776	0.4353183055
777	0.4352021694
778	0.435096639
779	0.434969825
780	0.4348107197
781	0.4346956286
782	0.4345651724
783	0.4344468123
784	0.4343003743
785	0.4340591374
786	0.433943823
787	0.433792855
788	0.4336552711
789	0.4334760137
790	0.4333094145
791	0.4331844921
792	0.4330215806
793	0.4328324056
794	0.4326930413
795	0.432562632
796	0.4324085205
797	0.4323047641
798	0.4321668748
799	0.4319834227
800	0.4318711301
801	0.4317081159
802	0.4316195865
803	0.4315192189
