tstr_accuracy,tstr_macro_f1,real_accuracy,real_macro_f1,utility_ratio,wasserstein_mean,wasserstein_p90,corr_mae,corr_frobenius,corr_real_mean_abs,corr_syn_mean_abs,discriminator_auc,dp_bound_auc,dp_valid,edge_lo_err,edge_hi_err,modal_cell_share,occupied_bins,rho_binning,rho_selection,rho_measurement,rho_total_budget,sel_hub_rounds,sel_rho_select_hub,dataset,config,epsilon,split,target,binning,n_bins,structure,k_label,l_pairs,with_1way,max_degree,edge_estimator,fingerprint,seed,fit_seconds,seconds,auc_mahalamia_pinv,auc_t1_mahalamia_pinv,auc_mahalamia_ledoit,auc_t1_mahalamia_ledoit,auc_mahalamia_ridge1.0e-8,auc_t1_mahalamia_ridge1.0e-8,auc_mahalamia_pca850,auc_t1_mahalamia_pca850,auc_mahalamia_pca800,auc_t1_mahalamia_pca800,auc_mahalamia_pinv_cc,auc_t1_mahalamia_pinv_cc,auc_mahalamia_ledoit_cc,auc_t1_mahalamia_ledoit_cc,auc_mahalamia_ridge1.0e-8_cc,auc_t1_mahalamia_ridge1.0e-8_cc,auc_mahalamia_pca850_cc,auc_t1_mahalamia_pca850_cc,auc_mahalamia_pca800_cc,auc_t1_mahalamia_pca800_cc,auc_mamamia,auc_arm_ratio_shipped,auc_arm_ratio_1_way_only,auc_arm_log,auc_arm_log_1_way_only,auc_arm_log_2_way_only,auc_arm_log_inverse_variance,auc_arm_log_class_centred,auc_arm_log_1_way_only_class_centred,auc_arm_log_2_way_only_class_centred,sel_eps_round,sel_score_chosen,sel_score_best_tree,sel_score_ratio,sel_rho_select,sel_eps_round_hub,sel_hub_best_share
0.9213872832369944,0.8847013602948093,0.9734104046242774,0.9732831161743244,0.908986651050002,0.1213993964073485,0.1820488170200463,0.1258029275995456,0.1635134368798707,0.1804477594976315,0.0657262253578179,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.0,1.6044260546960556,1.782695616328951,0,0.0,COMBINED,dp_quantile16/hairy_l0,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=0,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,0,False,,threshold,5e54121cda28d75d,1423,1015.1,1246.6,0.5039660066127971,0.012434933487565,0.507206210278921,0.0150375939849624,0.5086832242901607,0.0159051474840948,0.4960761173721319,0.0037593984962406,0.5090225563909774,0.012434933487565,0.5028604191670818,0.0150375939849624,0.5114186087718183,0.0179294389820705,0.5075341755901537,0.0115673799884326,0.5073503010527654,0.0135916714864083,0.5068795822370511,0.0098322729901677,0.5282053510833553,0.5852803418060492,0.5382335340351768,0.5118632508349577,0.5052554685959005,0.5189725090850738,0.5148266397429768,0.5121945593195973,0.5040328700809382,0.5209356205097002,,,,,,,
0.9132947976878611,0.8792128674194255,0.9734104046242774,0.9732831161743244,0.903347497566114,0.1287584506689741,0.186189623154082,0.1413670962832149,0.1882757623455738,0.1804477594976315,0.0533073461912034,0.999999749044361,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,5,0.2674043424493426,COMBINED,dp_quantile16/hairy_l50,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=50,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,50,False,,threshold,6d8c76a73d855443,1423,1043.2,1282.5,0.5032462213782567,0.0127241179872758,0.5069785401699001,0.0115673799884326,0.5093635600784977,0.0104106419895893,0.4937231919282421,0.0072296124927703,0.5105520582247081,0.0066512434933487,0.5019473985096132,0.0173510699826489,0.5064697091773454,0.0150375939849624,0.5078524456985058,0.0109890109890109,0.5076722486518653,0.0089647194910352,0.5075876663646667,0.007807981492192,0.5222712182858213,0.5653563655693258,0.53238331489016,0.5117773312783961,0.5047275815149256,0.5192392943229572,0.5148430212926715,0.5124085224176493,0.5032716294961503,0.522049565888933,0.2068446150903977,149214.16575316005,149255.27432633578,0.9997245754070584,0.2674043424493426,0.6541001054264922,1.0
0.9028901734104048,0.8632659442648644,0.9734104046242774,0.9732831161743244,0.8869628270734793,0.1329065352719441,0.1992373766940464,0.1564718409313531,0.203371104730736,0.1804477594976315,0.0381469962964033,0.9999994980887218,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,5,0.2674043424493426,COMBINED,dp_quantile16/hairy_l200,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=200,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,200,False,,threshold,4626f56c043c1380,1423,1053.4,1289.8,0.5004503254579311,0.0072296124927703,0.5035461040328701,0.0098322729901677,0.5064663660039382,0.0086755349913244,0.5101348301835068,0.0153267784846732,0.5035551306010692,0.0063620589936379,0.5075131135976892,0.0,0.5106971519505745,0.0118565644881434,0.5084354951406974,0.0086755349913244,0.5076063881357462,0.0080971659919028,0.5081145504936195,0.0066512434933487,0.5113721386614603,0.549101856464193,0.5391609303382958,0.5106463357147872,0.5051361173052685,0.5163103401010307,0.5128962914177395,0.5113156390308808,0.5039837254318544,0.5187548684962741,0.1034223075451988,518472.3602109698,519409.6916408516,0.9981953909505988,0.2674043424493426,0.6541001054264922,1.0
0.9260115606936417,0.90290965161396,0.9734104046242774,0.9732831161743244,0.9276947648727528,0.1294567949312667,0.1955444835190622,0.1482313890429396,0.1955274478678451,0.1804477594976315,0.0461753282934567,0.9999989961774436,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,4,0.2674043424493426,COMBINED,dp_quantile16/hairy_l100,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=100,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,100,False,,threshold,18c619f9c4c21b5f,1423,1072.6,1329.2,0.503655425803281,0.0109890109890109,0.5067344885111846,0.0086755349913244,0.5090238936603403,0.0164835164835164,0.4978643808275691,0.0083863504916136,0.4960938361911894,0.0052053209947946,0.504366518786963,0.0153267784846732,0.5077334287252145,0.0216888374783111,0.5065903977373403,0.0112781954887218,0.506464360099894,0.0112781954887218,0.5062570833486563,0.0080971659919028,0.515124516493546,0.5640812792318725,0.533695176135091,0.5113617748238983,0.5048730095581327,0.5181049555859413,0.5141005024789631,0.5120952670694077,0.5036096243276043,0.5209520020593947,0.1462612299823415,276176.5315216078,276304.9772350199,0.9995351306563584,0.2674043424493426,0.7313061499117078,0.75
0.915606936416185,0.8953734529999265,0.9734104046242774,0.9732831161743244,0.91995169557586,0.1358073035199079,0.2027592632346638,0.1674814794608934,0.213316999907771,0.1804477594976315,0.0278875036446194,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,3,0.2674043424493426,COMBINED,dp_quantile16/hairy_l400,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=400,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,400,False,,threshold,7907533bf5e8edd1,1423,1080.0,1337.1,0.502246946846886,0.0095430884904569,0.5048623114032302,0.0066512434933487,0.5082887298281275,0.0086755349913244,0.5052454390756793,0.0086755349913244,0.5054400117679704,0.0075187969924812,0.505614525419819,0.0037593984962406,0.5072021984708325,0.0112781954887218,0.5060123630552593,0.0133024869866975,0.506870555668852,0.0106998264893001,0.506913682605803,0.0095430884904569,0.508115219128301,0.5303737333551753,0.534861275019474,0.5107780567470255,0.505041171180508,0.5162675474814202,0.513078828685765,0.5116653349692596,0.5037236265407851,0.5198066308501356,0.0731306149911707,984608.4347513254,988798.4633030964,0.9957625049923984,0.2674043424493426,0.8444396050231067,0.6666666666666666
0.908670520231214,0.8636899956061721,0.9734104046242774,0.9732831161743244,0.887398518738382,0.1271577821664925,0.1903418261682393,0.1330719686924062,0.1775452724948748,0.1804477594976315,0.0608733233254474,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,3,0.2674043424493426,COMBINED,dp_quantile16/hairy_l20,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=20,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,20,False,,threshold,1543052b6390f81d,1423,1088.8,1361.3,0.5022158553342003,0.012434933487565,0.5052394213635467,0.0133024869866975,0.5078126619349619,0.0164835164835164,0.5066619416482513,0.0095430884904569,0.5098881039860657,0.0075187969924812,0.4961062059327955,0.0161943319838056,0.5068795822370511,0.0150375939849624,0.5043979446169893,0.009253903990746,0.5032178044042966,0.0098322729901677,0.5034789062473881,0.0075187969924812,0.5237923621860342,0.567044333822551,0.5304860639816527,0.5118813039713557,0.5048860479344204,0.5194258433990713,0.5149309467532772,0.5123389844107824,0.5035611483132019,0.5215878736414179,0.3270500527132461,65212.6400183452,65216.194304933066,0.9999454999386924,0.2674043424493426,0.8444396050231067,1.0
0.4346820809248555,0.2623567662638846,0.9734104046242774,0.9732831161743244,0.269558530199443,0.1358747302815887,0.2044171971828557,0.1742769393542883,0.2205918507522932,0.1804477594976315,0.021028972948597,0.9999989961774436,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,1,0.2674043424493426,COMBINED,dp_quantile16/hairy_l977,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=977,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,977,False,,threshold,d34259ab1144ac77,1423,1093.0,1388.6,0.5010654693648305,0.0075187969924812,0.5031633106777615,0.0072296124927703,0.5060190494020734,0.0083863504916136,0.4969878007602376,0.0106998264893001,0.5098145541711103,0.0075187969924812,0.4977433579502335,0.0118565644881434,0.5036811682385154,0.0049161364950838,0.4974321085060361,0.0086755349913244,0.4975451077671947,0.0052053209947946,0.4983327594218985,0.0098322729901677,0.5033588863220746,0.5101746139470508,0.5277861171381097,0.505176569703494,0.5050635704423353,0.5049194796684909,0.5052461077103608,0.5066806634193309,0.5038971372406115,0.5090466272395082,0.0467931131106952,2295248.30988788,2301299.801360563,0.9973704028179616,0.2674043424493426,1.4626122998234157,1.0
0.9144508670520232,0.8725847015594023,0.9734104046242774,0.9732831161743244,0.8965373867670319,0.0978480386157352,0.1519534399821215,0.1347143193490853,0.1742396645942768,0.1804477594976315,0.0576203959868686,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.0,1.6044260546960554,1.782695616328951,0,0.0,COMBINED,dp_quantile16/hairy_l0_1way,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=0,n_bins=16,structure=hairy_star,with_1way=True",dp_quantile,16,hairy_star,978,0,True,,threshold,4dc67e46c36a3985,1423,1324.5,1513.2,0.5035424265421222,0.0115673799884326,0.5066044390656499,0.0098322729901677,0.5087082980907136,0.0118565644881434,0.5100124700368083,0.0144592249855407,0.5156758057883705,0.0121457489878542,0.5071373409067355,0.0176402544823597,0.5111050191062361,0.0193753614806246,0.5083489069494546,0.0095430884904569,0.508349575584136,0.0086755349913244,0.5079122885024924,0.0118565644881434,0.5212124352678049,0.5673716304991023,0.5496772166075482,0.5119688951146207,0.5056131881504562,0.5188695393441363,0.5147624508135613,0.5127542065479394,0.5044474235834138,0.5216019149697275,,,,,,,
0.9040462427745664,0.8558968940055319,0.9734104046242774,0.9732831161743244,0.8793914943986684,0.1289945412009719,0.1850985443516651,0.1303530801135303,0.1696871652165911,0.1804477594976315,0.0635278834876155,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5337751528419917,26.104294478527606,0.1782695616328951,0.0,1.6044260546960556,1.782695616328951,0,0.0,COMBINED,dp_quantile32/hairy_l0,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=0,n_bins=32,structure=hairy_star",dp_quantile,32,hairy_star,978,0,False,,threshold,43c0f50f07315798,1423,1034.4,1233.4,0.501221929880281,0.0115673799884326,0.5044554471995908,0.0118565644881434,0.5067054029025431,0.0182186234817813,0.4982301239983017,0.0144592249855407,0.5089135689379072,0.0101214574898785,0.5069210375872986,0.0037593984962406,0.5105062567490313,0.004626951995373,0.5084782877603078,0.0037593984962406,0.5083341969864634,0.0040485829959514,0.5083957113771533,0.0037593984962406,0.5154394434284912,0.5831293440359459,0.5473400040786716,0.5128381202004567,0.5017591778467957,0.5239157252847547,0.5170545305014427,0.5122808131934995,0.4995199202987459,0.5262629673338526,,,,,,,
0.8982658959537573,0.8433718352745263,0.9734104046242774,0.9732831161743244,0.8665226194301621,0.1026678255817916,0.1578475748372658,0.1436064861776181,0.1886988505376911,0.1804477594976315,0.0505193345676484,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.069617369797371,1.782695616328951,3,0.2674043424493426,COMBINED,dp_quantile16/hairy_l20_1way,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=20,n_bins=16,structure=hairy_star,with_1way=True",dp_quantile,16,hairy_star,978,20,True,,threshold,dba2edba5b9f174f,1423,1265.1,1472.1,0.5028794752555021,0.009253903990746,0.5060899246783032,0.0133024869866975,0.5085341187562057,0.018796992481203,0.5112477726107176,0.0104106419895893,0.4990415121841954,0.0066512434933487,0.50205003393321,0.0161943319838056,0.5057586161936634,0.0170618854829381,0.5059749195131003,0.0138808559861191,0.506235687038851,0.0098322729901677,0.5056529719140003,0.0086755349913244,0.5143318500787317,0.5486411671686999,0.5461578579619346,0.5116048235305917,0.5055500021730628,0.5183185843666525,0.5142950751712541,0.5119317858898023,0.5043621726615338,0.5199453725465286,0.3270500527132461,65065.36651835432,65065.36651835432,1.0,0.2674043424493426,0.8444396050231067,1.0
