tstr_accuracy,tstr_macro_f1,real_accuracy,real_macro_f1,utility_ratio,wasserstein_mean,wasserstein_p90,corr_mae,corr_frobenius,corr_real_mean_abs,corr_syn_mean_abs,discriminator_auc,dp_bound_auc,dp_valid,edge_lo_err,edge_hi_err,modal_cell_share,occupied_bins,dataset,config,epsilon,split,target,binning,n_bins,structure,edge_estimator,fingerprint,seed,fit_seconds,seconds,auc_mahalamia_pinv,auc_t1_mahalamia_pinv,auc_mahalamia_ledoit,auc_t1_mahalamia_ledoit,auc_mahalamia_ridge1.0e-8,auc_t1_mahalamia_ridge1.0e-8,auc_mahalamia_pca850,auc_t1_mahalamia_pca850,auc_mahalamia_pca800,auc_t1_mahalamia_pca800,auc_mahalamia_pinv_cc,auc_t1_mahalamia_pinv_cc,auc_mahalamia_ledoit_cc,auc_t1_mahalamia_ledoit_cc,auc_mahalamia_ridge1.0e-8_cc,auc_t1_mahalamia_ridge1.0e-8_cc,auc_mahalamia_pca850_cc,auc_t1_mahalamia_pca850_cc,auc_mahalamia_pca800_cc,auc_t1_mahalamia_pca800_cc,auc_mamamia,auc_arm_ratio_shipped,auc_arm_ratio_1_way_only,auc_arm_log,auc_arm_log_1_way_only,auc_arm_log_2_way_only,auc_arm_log_inverse_variance,auc_arm_log_class_centred,auc_arm_log_1_way_only_class_centred,auc_arm_log_2_way_only_class_centred,rho_binning,rho_selection,rho_measurement,rho_total_budget,sel_eps_round,sel_score_chosen,sel_score_best_tree,sel_score_ratio,sel_rho_select
0.9364161849710982,0.918718302169737,0.9734104046242774,0.9732831161743244,0.9439373671465044,0.0824746895657019,0.107843406196501,0.1299455430600996,0.1679051161354023,0.1804477594976315,0.0580757292257174,0.9998590221328648,1.0,True,1.972921495464108,1.3047040770774752,0.6369918425133149,7.002044989775051,COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",dp_quantile,8,hierarchical,threshold,f5a35dc9367726e9,1423,1183.6,1351.1,0.504225436869185,0.0153267784846732,0.5078644811227714,0.012434933487565,0.5090426154314198,0.012434933487565,0.5033508627058978,0.009253903990746,0.5048806988569691,0.0080971659919028,0.5106904656037604,0.0135916714864083,0.5158319319864801,0.0159051474840948,0.5131259674308046,0.0135916714864083,0.5120076759261426,0.0127241179872758,0.5122276567363273,0.0121457489878542,0.5377561288726485,0.5624625146681733,0.6092398626624365,0.5769160562589222,0.6106236021356192,0.5692735618503797,0.5700505153501807,0.5804046577091908,0.6292490898210399,0.5708221197725305,,,,,,,,,
0.9167630057803468,0.8796200013963578,0.9734104046242774,0.9732831161743244,0.9037658074804304,0.0506273194915392,0.0690263880904911,0.1505647022374681,0.192418433528574,0.1804477594976315,0.036700434443757,0.9999397841412012,1.0,True,1.972921495464108,1.3047040770774752,0.4268029086401705,13.134969325153374,COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",dp_uniform,16,hierarchical,threshold,0efb2627bf071bea,1423,1277.7,1447.7,0.5026869084672553,0.0161943319838056,0.5056161970065225,0.0098322729901677,0.5072968102782522,0.0153267784846732,0.49888271144736,0.007807981492192,0.5175981304974308,0.0144592249855407,0.5045303342839089,0.0179294389820705,0.5117221689171796,0.0034702139965297,0.507178796256983,0.0101214574898785,0.5080353172838722,0.0098322729901677,0.5087470789022356,0.0031810294968189,0.5234540330372396,0.5468284985473912,0.5438353553960491,0.5451659384120595,0.5462715258577747,0.539519987162214,0.5400766255344899,0.57541898320724,0.5545756342835746,0.5689753507824697,,,,,,,,,
0.892485549132948,0.7957671816327837,0.9734104046242774,0.9732831161743244,0.8176112052171407,1.053792985592671,1.3463205242848828,0.1662561020782031,0.2118318754066856,0.1804477594976315,0.0219006300042643,0.999999749044361,1.0,True,8.86578196509145,10.43260085704289,0.2588103694819872,15.911042944785276,COMBINED,uniform48/star,1000,1,"pgm@binning=uniform,epsilon=1000,n_bins=48",uniform,48,hierarchical,clip,bd496438e1c70df8,1423,1317.4,1499.1,0.5035658287559717,0.0098322729901677,0.5042832737691272,0.009253903990746,0.5074114811261146,0.0193753614806246,0.5001397446484152,0.0135916714864083,0.4988586405988292,0.0208212839791787,0.501451605893346,0.0095430884904569,0.5049295091887122,0.0086755349913244,0.5017715475884019,0.0101214574898785,0.5014489313546204,0.0080971659919028,0.502300437621399,0.0112781954887218,0.5186488898992702,0.5248167105179579,0.5078073128575106,0.5254906942768214,0.5209413039044922,0.5255893178923298,0.5256999769321036,0.5631776194599438,0.5211181577777257,0.570995630472357,,,,,,,,,
0.9398843930635838,0.9220239998857656,0.9734104046242774,0.9732831161743244,0.9473338071556788,0.0343043823789299,0.0442437907665828,0.1278159427765991,0.165442104610581,0.1804477594976315,0.0604083901867641,0.9996799817173008,1.0,True,1.972921495464108,1.3047040770774752,0.5378530091155211,13.5439672801636,COMBINED,dp_quantile16/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16",dp_quantile,16,hierarchical,threshold,81f381ea76cbd449,1423,1340.2,1512.2,0.5052765305883651,0.0118565644881434,0.5090429497487605,0.0167727009832273,0.51056242206227,0.0135916714864083,0.4972886863668732,0.0086755349913244,0.5038693889013329,0.0060728744939271,0.509374592550741,0.0098322729901677,0.5129347379119208,0.0159051474840948,0.5093862936576657,0.0115673799884326,0.5088670988275491,0.0083863504916136,0.5100455674535382,0.0118565644881434,0.5394374107790597,0.6146126766449249,0.6998997047977882,0.6313318868536392,0.7039599889006642,0.6170806072540176,0.6185138256936249,0.6575965257741954,0.7322980639682799,0.6393956211114713,,,,,,,,,
0.915606936416185,0.8814971191262363,0.9734104046242774,0.9732831161743244,0.905694452597852,0.082448366058064,0.1085652851165299,0.1113757385425805,0.1383478792625326,0.1804477594976315,0.0782987994375585,0.9989459171017598,1.0,True,1.972921495464108,1.3047040770774752,0.6369918425133149,7.002044989775051,COMBINED,dp_quantile8/tree,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree",dp_quantile,8,tree,threshold,a82523b8bb169d04,1423,2193.5,2363.5,0.5057178294780973,0.0133024869866975,0.5112313910610229,0.0150375939849624,0.5117746567396705,0.0118565644881434,0.5000123697416061,0.0101214574898785,0.4994711099670029,0.0104106419895893,0.5121724943751107,0.0159051474840948,0.521520675855936,0.0066512434933487,0.5156978707328571,0.0098322729901677,0.5153150773777484,0.0115673799884326,0.5154528161221195,0.007807981492192,0.5421925199838191,0.5700431603686852,0.6079005873955676,0.5766827027551091,0.6092518980867019,0.5708157677430571,0.5714519736424208,0.6036667925928649,0.6284330211923762,0.5946586118475379,81.0044271667779,243.01328150033368,486.02656300066747,810.044271667779,1.4106287033783742,942287.8834416174,942311.1543511094,0.9999753044316788,243.01328150033368
0.9248554913294798,0.898338382277399,0.9734104046242774,0.9732831161743244,0.9229980129610076,0.0815980965969602,0.1074171490006189,0.1216335966657972,0.1552144087977747,0.1804477594976315,0.0676212761716219,0.9995553925810894,1.0,True,1.972921495464108,1.3047040770774752,0.6369918425133149,7.002044989775051,COMBINED,dp_quantile8/tree_label,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree_label",dp_quantile,8,tree_label,threshold,ff09d904ac2ece83,1423,2398.3,2559.7,0.5046811114045675,0.0112781954887218,0.5090322515938579,0.0127241179872758,0.5094264117385504,0.0109890109890109,0.5014485970372797,0.0101214574898785,0.503691866393418,0.0089647194910352,0.5093398235473076,0.0109890109890109,0.5164564367789193,0.0141700404858299,0.5108760117278522,0.0083863504916136,0.5109559135722811,0.0095430884904569,0.5107713704002113,0.007807981492192,0.5437434181273548,0.5722031847069875,0.6166312847481086,0.5843024635844837,0.6180551423021761,0.5766332237886846,0.5773797544104815,0.5974053631187797,0.6356074713239301,0.5876987934487174,81.0044271667779,243.01328150033368,486.02656300066747,810.044271667779,1.4106287033783742,1247870.929466373,1247895.0021112054,0.9999807093987944,243.01328150033368
0.9364161849710982,0.924144868574696,0.9734104046242774,0.9732831161743244,0.949512894261666,0.0207239852732471,0.0275881417078146,0.1268374205872816,0.1641527563355943,0.1804477594976315,0.0616162196993723,0.9998570290706036,1.0,True,1.972921495464108,1.3047040770774752,0.4544351085358512,26.1319018404908,COMBINED,dp_quantile32/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32",dp_quantile,32,hierarchical,threshold,3c1cbc26f1617bb9,1423,1194.0,1356.3,0.5035454353981887,0.0141700404858299,0.5073940966243978,0.0176402544823597,0.5086049940324354,0.0109890109890109,0.4978831025986487,0.0176402544823597,0.5063931505063236,0.0144592249855407,0.5088390161709297,0.0141700404858299,0.5148299829163839,0.0115673799884326,0.5080369888705758,0.0127241179872758,0.5083639512297863,0.0115673799884326,0.5086404316705503,0.0104106419895893,0.5393314321820559,0.7028995342959443,0.8333578499383184,0.702575915110141,0.8356335480765051,0.6826148296485991,0.6846200650581545,0.8016057261874117,0.8613194836802991,0.7761668510983997,,,,,,,,,
0.9364161849710982,0.9218611888964748,0.9734104046242774,0.9732831161743244,0.9471665269608566,0.1272372000339915,0.1911926286849612,0.1253549273655332,0.1624249748601282,0.1804477594976315,0.0631805451806845,0.9990701020535636,1.0,False,2.3693376765856446,1.655462903956492,0.5458656078610874,13.542944785276074,COMBINED,quantile16/star,1000,1,"pgm@binning=quantile,epsilon=1000,n_bins=16",quantile,16,hierarchical,clip,05ee48e3d0c71594,1423,1177.4,1339.3,0.5045747984902229,0.012434933487565,0.5076986597217811,0.0147484094852515,0.5094601777899618,0.0159051474840948,0.4983939394952477,0.0147484094852515,0.5010828538665472,0.009253903990746,0.511802405078949,0.0075187969924812,0.5166342936041749,0.0138808559861191,0.5102240929134754,0.009253903990746,0.5088430279790183,0.0118565644881434,0.5098630301855127,0.007807981492192,0.5420260299481474,0.6409023893660339,0.7779360584654166,0.6564551663730246,0.7797674488578048,0.6406098616929161,0.6421216447075894,0.6959524199560707,0.8200767592614261,0.674343818639529,,,,,,,,,
0.9179190751445088,0.8977437708511203,0.9734104046242774,0.9732831161743244,0.922387079290838,0.0381933613412632,0.0502886677769653,0.1157568516064433,0.1451098327632937,0.1804477594976315,0.0734666174277597,0.9969442011154191,1.0,True,1.972921495464108,1.3047040770774752,0.5378530091155211,13.5439672801636,COMBINED,dp_quantile16/tree,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree",dp_quantile,16,tree,threshold,845130acbff84810,1423,2867.2,3028.8,0.5048793615876062,0.0112781954887218,0.5095126656124527,0.0144592249855407,0.5104691475242129,0.0098322729901677,0.4902034989652878,0.0069404279930595,0.4953807373034631,0.0063620589936379,0.5108686567463567,0.0147484094852515,0.5196595312202249,0.007807981492192,0.5130654559921368,0.0095430884904569,0.5129437644801198,0.0086755349913244,0.5127929873594613,0.0089647194910352,0.5466650173677858,0.6299919429520889,0.6678149352928786,0.6480347155126589,0.6720206474389621,0.6362366565591391,0.6375401598705523,0.6777461662158955,0.6917587432342529,0.6639060969453425,81.0044271667779,243.01328150033368,486.02656300066747,810.044271667779,1.4106287033783742,952332.64264975,952361.0816837872,0.9999701383912212,243.01328150033368
0.9271676300578034,0.90761584187307,0.9734104046242774,0.9732831161743244,0.9325301413227304,0.0371604208927709,0.0480931042389158,0.1255676658921586,0.1609728804374586,0.1804477594976315,0.0634382320941011,0.9997393132458636,1.0,True,1.972921495464108,1.3047040770774752,0.5378530091155211,13.5439672801636,COMBINED,dp_quantile16/tree_label,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",dp_quantile,16,tree_label,threshold,70933168a1fa1765,1423,2955.2,3132.9,0.5044648080851306,0.0106998264893001,0.5082201947732827,0.0109890109890109,0.5089540213361327,0.0098322729901677,0.4915735314275016,0.0098322729901677,0.4965077210589836,0.0101214574898785,0.5100425585974719,0.009253903990746,0.5165757880695514,0.0159051474840948,0.5118044109829932,0.0083863504916136,0.5118134375511924,0.0106998264893001,0.5121113143017615,0.007807981492192,0.5365031074796819,0.6108352250122862,0.6807810990348259,0.6195261386012831,0.6849035661630732,0.6088777969824517,0.6099362456831273,0.6713704002112886,0.7095293814794879,0.6550319774536386,81.0044271667779,243.01328150033368,486.02656300066747,810.044271667779,1.4106287033783742,1262842.4364649467,1262865.598679127,0.9999816590029814,243.01328150033368
