tstr_accuracy,tstr_macro_f1,real_accuracy,real_macro_f1,utility_ratio,wasserstein_mean,wasserstein_p90,corr_mae,corr_frobenius,corr_real_mean_abs,corr_syn_mean_abs,discriminator_auc,dp_bound_auc,dp_valid,edge_lo_err,edge_hi_err,modal_cell_share,occupied_bins,rho_binning,rho_selection,rho_measurement,rho_total_budget,sel_eps_round,sel_score_chosen,sel_score_best_tree,sel_score_ratio,sel_rho_select,sel_hub_rounds,sel_eps_round_hub,sel_rho_select_hub,sel_hub_best_share,dataset,config,epsilon,split,target,binning,n_bins,structure,k_label,l_pairs,with_1way,max_degree,max_component,edge_estimator,fingerprint,seed,fit_seconds,seconds,auc_mahalamia_pinv,auc_t1_mahalamia_pinv,auc_mahalamia_ledoit,auc_t1_mahalamia_ledoit,auc_mahalamia_ridge1.0e-8,auc_t1_mahalamia_ridge1.0e-8,auc_mahalamia_pca850,auc_t1_mahalamia_pca850,auc_mahalamia_pca800,auc_t1_mahalamia_pca800,auc_mahalamia_pinv_cc,auc_t1_mahalamia_pinv_cc,auc_mahalamia_ledoit_cc,auc_t1_mahalamia_ledoit_cc,auc_mahalamia_ridge1.0e-8_cc,auc_t1_mahalamia_ridge1.0e-8_cc,auc_mahalamia_pca850_cc,auc_t1_mahalamia_pca850_cc,auc_mahalamia_pca800_cc,auc_t1_mahalamia_pca800_cc,auc_mamamia,auc_arm_ratio_shipped,auc_arm_ratio_1_way_only,auc_arm_log,auc_arm_log_1_way_only,auc_arm_log_2_way_only,auc_arm_log_inverse_variance,auc_arm_log_class_centred,auc_arm_log_1_way_only_class_centred,auc_arm_log_2_way_only_class_centred
0.9121387283236996,0.8556756530330837,0.9734104046242774,0.9732831161743244,0.879164180301905,0.1272791507596743,0.1880764473271911,0.1283468490890757,0.1684450389198289,0.1804477594976315,0.064952370518233,0.9999989961774436,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,0.3270500527132461,60213.08573175733,65216.194304933066,0.9232842605046444,0.2674043424493426,20,0.3270500527132461,0.2674043424493426,1.0,COMBINED,dp_quantile16/pairs_l20,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=20,max_component=2,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,20,False,,2,threshold,ca586266a778b59d,1423,947.0,1151.0,0.5031920619690623,0.012434933487565,0.506596415449473,0.0098322729901677,0.5085070390516087,0.0106998264893001,0.502571234667371,0.0115673799884326,0.5109562478896218,0.0106998264893001,0.5059722449743745,0.0159051474840948,0.5105012419889208,0.020242914979757,0.5097640722526637,0.009253903990746,0.5089954766863802,0.0066512434933487,0.5093735895987188,0.009253903990746,0.521871040428996,0.5639910135498818,0.5273264307946388,0.5112504471494432,0.5046854575299966,0.5182119371349672,0.5141513187147504,0.5121811866259691,0.5033949925948709,0.5214698596201486
0.915606936416185,0.8823409981214985,0.9734104046242774,0.9732831161743244,0.906561496298948,0.1288944577754739,0.1898554476044467,0.1322283666830483,0.1736485548199804,0.1804477594976315,0.0606361375900954,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,0.1462612299823415,220283.0400489205,276304.9772350199,0.7972460078471618,0.2674043424493426,100,0.1462612299823415,0.2674043424493426,0.93,COMBINED,dp_quantile16/pairs_l100,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=100,max_component=2,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,100,False,,2,threshold,45b6da8cb2c35ebd,1423,969.8,1203.1,0.5021723940799085,0.0138808559861191,0.5055108870442001,0.0072296124927703,0.5083810014141624,0.0118565644881434,0.4976427284306809,0.0072296124927703,0.5061888826111522,0.0075187969924812,0.5087517593450055,0.0101214574898785,0.5094023408900196,0.0086755349913244,0.5087423984594657,0.0104106419895893,0.5087133128508243,0.0104106419895893,0.5086818870207979,0.0109890109890109,0.5177906972856775,0.5632802548835405,0.5336323244750382,0.5111050191062361,0.5048693320673849,0.5176807068805852,0.513752478127288,0.5123102331194817,0.5036280117813431,0.521777765890939
0.907514450867052,0.8643348306040367,0.9734104046242774,0.9732831161743244,0.8880610546307124,0.1277564366916847,0.1847353590908966,0.1302828843513988,0.170949859030295,0.1804477594976315,0.0631475673097792,0.9999982433105264,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,0.2068446150903977,127100.39432022074,149255.27432633578,0.8515638384900556,0.2674043424493426,50,0.2068446150903977,0.2674043424493426,0.92,COMBINED,dp_quantile16/pairs_l50,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=50,max_component=2,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,50,False,,2,threshold,391a4a816290519a,1423,969.3,1204.8,0.5007866487026816,0.0080971659919028,0.503588228017799,0.0109890109890109,0.5060959423904359,0.0106998264893001,0.5022308996145322,0.015615962984384,0.5168094758907049,0.0075187969924812,0.5075823172872154,0.015615962984384,0.5102411430978513,0.0173510699826489,0.5082633217102338,0.0118565644881434,0.5078387386875369,0.0098322729901677,0.5078293778019972,0.0118565644881434,0.5188782315949946,0.5690542496748764,0.5348723074917172,0.5118441947465373,0.5050652420290388,0.518777602075442,0.5147039452789377,0.512496447878255,0.503720283367378,0.5218600079567528
0.9098265895953758,0.8728550681744097,0.9734104046242774,0.9732831161743244,0.8968151750184814,0.1297516188826085,0.1867216310472593,0.1421859178339598,0.1833108754643178,0.1804477594976315,0.0512002844206061,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,0.0661416145018051,720510.4401559333,1193377.417696693,0.6037573943259056,0.2674043424493426,489,0.0661416145018051,0.2674043424493426,0.8957055214723927,COMBINED,dp_quantile16/pairs_l489,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=489,max_component=2,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,489,False,,2,threshold,ab01b6fdcc28ad7a,1423,997.8,1209.6,0.5034645306017378,0.007807981492192,0.5062928553041118,0.0083863504916136,0.5094655268674131,0.0104106419895893,0.5062654412821739,0.0080971659919028,0.4996670199286567,0.012434933487565,0.5090212191216146,0.0104106419895893,0.5093966574952276,0.0141700404858299,0.5075244803872732,0.0109890109890109,0.5075990331542507,0.0086755349913244,0.5083883563956578,0.0060728744939271,0.5158800736835418,0.5401755834673388,0.5399064580080704,0.5112253733488903,0.5051314368624986,0.5174085725652504,0.5138303740676725,0.5112688346031821,0.5039459475723547,0.5188899327019194
0.9132947976878611,0.8876468071723523,0.9734104046242774,0.9732831161743244,0.912012951238092,0.1292883386364271,0.1886909808407629,0.1376127540250269,0.1799348239195928,0.1804477594976315,0.056340589451697,0.9999989961774436,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,0.1034223075451988,382258.0972289049,519409.6916408516,0.7359471788470576,0.2674043424493426,200,0.1034223075451988,0.2674043424493426,0.915,COMBINED,dp_quantile16/pairs_l200,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=200,max_component=2,n_bins=16,structure=hairy_star",dp_quantile,16,hairy_star,978,200,False,,2,threshold,1a1d16f78a98d7c3,1423,998.3,1226.6,0.5001079845010481,0.0150375939849624,0.5026237224898619,0.0106998264893001,0.5058883313218573,0.0127241179872758,0.505757947558982,0.0133024869866975,0.4822119772530481,0.007807981492192,0.5031693283898943,0.0240023134759976,0.507352975591491,0.0179294389820705,0.5061012914678871,0.0054945054945054,0.5054359999598819,0.0104106419895893,0.5062480567804571,0.012434933487565,0.5168746677721426,0.5568001818686333,0.5400197915865699,0.5110796109883423,0.5051792442422195,0.5174222795762193,0.5136220943644125,0.5112317253783637,0.5039085040301955,0.519023325320861
0.8959537572254336,0.847360188280084,0.9734104046242774,0.9732831161743244,0.8706204538005297,0.1028544784240478,0.1595064371477439,0.141353003224868,0.1839194695520126,0.1804477594976315,0.0523160413774025,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.069617369797371,1.782695616328951,0.2068446150903977,126825.10924837228,148932.62745643433,0.8515602753699559,0.2674043424493426,50,0.2068446150903977,0.2674043424493426,0.9,COMBINED,dp_quantile16/pairs_l50_1way,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=50,max_component=2,n_bins=16,structure=hairy_star,with_1way=True",dp_quantile,16,hairy_star,978,50,True,,2,threshold,202dd40ea136b4a9,1423,1250.7,1446.5,0.500217306271459,0.0104106419895893,0.5027591210128478,0.0101214574898785,0.5058896685912202,0.0118565644881434,0.5034147173179726,0.0040485829959514,0.5104932183727438,0.0037593984962406,0.5046242774566474,0.0133024869866975,0.50874440436351,0.0182186234817813,0.5061096494014048,0.0075187969924812,0.50598428039864,0.0141700404858299,0.5057609564150483,0.0133024869866975,0.5124362707569279,0.5490527118151092,0.5462695199537305,0.5112099947512178,0.5054182811408245,0.5172103223822117,0.5136184168736648,0.5122189644854689,0.5042291143599327,0.520392020513712
0.8994219653179191,0.8511063189762056,0.9734104046242774,0.9732831161743244,0.8744694167937916,0.1028659525731201,0.1570746019222839,0.1435391485751355,0.1864931801248983,0.1804477594976315,0.0497589527060926,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.069617369797371,1.782695616328951,0.1462612299823415,220208.1456644965,275573.7500662142,0.7990897014377654,0.2674043424493426,100,0.1462612299823415,0.2674043424493426,0.98,COMBINED,dp_quantile16/pairs_l100_1way,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=100,max_component=2,n_bins=16,structure=hairy_star,with_1way=True",dp_quantile,16,hairy_star,978,100,True,,2,threshold,4313c6206533b709,1423,1252.6,1450.7,0.503938592590859,0.0150375939849624,0.5066445571465347,0.0104106419895893,0.5097513681937169,0.0121457489878542,0.5056111822464119,0.0075187969924812,0.503409702557862,0.007807981492192,0.5078240287245459,0.0150375939849624,0.509574848637824,0.0138808559861191,0.5064991291033275,0.0095430884904569,0.5057910449757118,0.0075187969924812,0.5064329342698677,0.0060728744939271,0.5127538722305988,0.5505016431697296,0.5484188461371303,0.5105540641287523,0.5054637482991605,0.5158620205471438,0.5126325150359224,0.5108883814694585,0.5043872464620867,0.5173320138942287
0.9063583815028902,0.84228557196798,0.9734104046242774,0.9732831161743244,0.8654065379031177,0.1026084927370371,0.1592134945553646,0.1397121406070114,0.181987694342628,0.1804477594976315,0.0540397244019582,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.069617369797371,1.782695616328951,0.3270500527132461,60072.82525557555,65065.36651835432,0.9232688367109956,0.2674043424493426,20,0.3270500527132461,0.2674043424493426,1.0,COMBINED,dp_quantile16/pairs_l20_1way,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=20,max_component=2,n_bins=16,structure=hairy_star,with_1way=True",dp_quantile,16,hairy_star,978,20,True,,2,threshold,3f5f78c36a5e7ec4,1423,1234.7,1463.0,0.5019153040449056,0.0101214574898785,0.5051956257919141,0.0118565644881434,0.5074225135983579,0.0196645459803354,0.506550948291137,0.0159051474840948,0.5040248464647612,0.0121457489878542,0.5067916567764453,0.018796992481203,0.5078701645175634,0.0159051474840948,0.506881922458436,0.0179294389820705,0.5066930331609371,0.0127241179872758,0.5060220582581398,0.0112781954887218,0.5150158633578165,0.5446828498547391,0.5461892837919611,0.5111006729808069,0.5055219195164434,0.5170247762581197,0.5134178264692412,0.511701106924715,0.504375545355162,0.5196749098178973
0.8890173410404625,0.8317348994371572,0.9734104046242774,0.9732831161743244,0.8545662465680597,0.1018499756599832,0.1585513771471145,0.149802979026972,0.1918824036119832,0.1804477594976315,0.0441897127577545,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.069617369797371,1.782695616328951,0.0661416145018051,721121.9552015526,1188955.642393677,0.6065171226655239,0.2674043424493426,489,0.0661416145018051,0.2674043424493426,0.8875255623721882,COMBINED,dp_quantile16/pairs_l489_1way,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=489,max_component=2,n_bins=16,structure=hairy_star,with_1way=True",dp_quantile,16,hairy_star,978,489,True,,2,threshold,0964e71863537523,1423,1280.9,1465.1,0.5021152258146478,0.0101214574898785,0.5052758619536837,0.0115673799884326,0.5086217098994708,0.0153267784846732,0.503870391853355,0.0089647194910352,0.5014435822771692,0.0112781954887218,0.5043615040268524,0.012434933487565,0.507331244964345,0.0118565644881434,0.5064974575166239,0.0101214574898785,0.5059391475576447,0.0069404279930595,0.5055536796638105,0.0115673799884326,0.5119190818308554,0.5377053126368612,0.5470187251142529,0.5107696988135078,0.5054380058639262,0.5161739386260226,0.5129614832991772,0.511472433863672,0.5042722412968839,0.5185445828889699
0.9144508670520232,0.8823243366964135,0.9734104046242774,0.9732831161743244,0.9065443775132546,0.1033815224348318,0.1559138751299572,0.1469819159645006,0.1908338521033214,0.1804477594976315,0.0471749257471631,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.069617369797371,1.782695616328951,0.1034223075451988,381666.6080698164,517714.1736982949,0.7372149101952884,0.2674043424493426,200,0.1034223075451988,0.2674043424493426,0.91,COMBINED,dp_quantile16/pairs_l200_1way,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,l_pairs=200,max_component=2,n_bins=16,structure=hairy_star,with_1way=True",dp_quantile,16,hairy_star,978,200,True,,2,threshold,9c4191d33b81fcc9,1423,1291.0,1510.4,0.4998769712186202,0.0141700404858299,0.5030483055125586,0.0095430884904569,0.5063480176653283,0.0083863504916136,0.5011005726856047,0.0083863504916136,0.5117947157801128,0.007807981492192,0.5065419217229379,0.0182186234817813,0.5063888043808944,0.0150375939849624,0.5068036922007108,0.0098322729901677,0.5064282538270977,0.0121457489878542,0.5064937800258761,0.012434933487565,0.5117773312783961,0.5426946646295596,0.5462217125740094,0.5107235630204903,0.5053761571558955,0.516501235302574,0.5130256722285929,0.5119337917938466,0.5042535195258042,0.5195903275306987
