tstr_accuracy,tstr_macro_f1,real_accuracy,real_macro_f1,utility_ratio,wasserstein_mean,wasserstein_p90,corr_mae,corr_frobenius,corr_real_mean_abs,corr_syn_mean_abs,discriminator_auc,n_1way,n_2way,n_bins,joint_mode,dataset,split,epsilon,seconds,composition,seed
0.2798165137614679,0.1850184165228413,0.8807339449541285,0.8114126771990946,0.2280201206142157,0.726723388082909,1.1899457494870167,0.2085018550680148,0.2648813620576847,0.1696041440364968,0.1176971327630349,1.0,978,0,4,True,BRCA,1,10.0,950.6,basic,
0.2385321100917431,0.1653191935061534,0.8807339449541285,0.8114126771990946,0.2037424335996532,1.6803023192924766,3.64938771092484,0.250745094475393,0.3141773488589731,0.1696041440364968,0.1837659866866489,1.0,400,0,4,True,BRCA,1,10.0,350.2,basic,
0.4174311926605504,0.2825802979271071,0.8807339449541285,0.8114126771990946,0.3482571888111762,2.02760306903932,4.3072860365342605,0.1948215904028835,0.2529458578836577,0.1696041440364968,0.0770868793743822,1.0,200,0,4,True,BRCA,1,10.0,174.7,basic,
0.6788990825688074,0.4704699050351847,0.8807339449541285,0.8114126771990946,0.579815817839073,2.3067508512431187,4.7900692396852405,0.1692295175596146,0.2225111716733319,0.1696041440364968,0.0142272638729772,1.0,100,0,4,True,BRCA,1,10.0,89.7,basic,
0.7981651376146789,0.6584190287848825,0.8807339449541285,0.8114126771990946,0.8114477962775625,2.26370514558624,4.571976799043885,0.1680102985586399,0.2226348224203658,0.1696041440364968,0.0032517181541233,1.0,50,0,4,True,BRCA,1,10.0,47.5,basic,
0.1972477064220183,0.1818618625386449,0.8807339449541285,0.8114126771990946,0.2241299250665045,1.9642291297217749,4.193962000726112,0.1973184886100041,0.2571558562418172,0.1696041440364968,0.0735135766808365,1.0,200,0,8,True,BRCA,1,10.0,174.2,basic,
0.5091743119266054,0.3418388363475472,0.8807339449541285,0.8114126771990946,0.4212885082440866,2.187552739500959,4.532861819865421,0.1777754549384717,0.2306953754184985,0.1696041440364968,0.0538634243527438,1.0,200,0,2,True,BRCA,1,10.0,173.6,basic,
0.4770642201834862,0.2340859658438289,0.8807339449541285,0.8114126771990946,0.2884918764787695,2.10016033977628,4.492574518327442,0.1894031744866884,0.2451285756731347,0.1696041440364968,0.0683105664710994,1.0,200,50,4,False,BRCA,1,10.0,666.2,basic,
0.5642201834862385,0.3490525252525253,0.8807339449541285,0.8114126771990946,0.4301787919525923,2.302419429901845,4.764643604272199,0.1718032074831124,0.2249238028201075,0.1696041440364968,0.0153685012233062,1.0,100,50,4,False,BRCA,1,10.0,680.3,basic,
0.3623853211009174,0.2747402064273985,0.8807339449541285,0.7323555529567958,0.3751459319427137,0.7200399899692018,1.1955681100801014,0.2092319132609889,0.2661374598828202,0.1721914620859308,0.1177341495282796,1.0,978,0,4,True,BRCA,2,10.0,960.7,basic,42.0
0.3165137614678899,0.2138041488154757,0.8807339449541285,0.7323555529567958,0.2919403668781751,0.4933765656133395,0.8378230456335946,0.201541286205911,0.256262932388504,0.1721914620859308,0.1008592761060587,0.9999960500849232,978,0,8,True,BRCA,2,10.0,967.4,basic,42.0
0.7981651376146789,0.60940207381261,0.8807339449541285,0.7323555529567958,0.832112313960376,0.5004330138451798,0.7207527676288499,0.1425737711131542,0.1836029902513597,0.1721914620859308,0.0544925107509403,0.9997505832934936,978,0,4,True,BRCA,2,10.0,967.7,zcdp,42.0
0.3548387096774194,0.2622326273642062,0.912442396313364,0.8429884399999341,0.3110749980915833,0.7283982504117039,1.211956286812063,0.2067473674249134,0.2632186052178283,0.1699233035796789,0.1170424806593494,1.0,978,0,4,True,BRCA,5,10.0,972.7,basic,42.0
0.7798165137614679,0.5213640238704177,0.8807339449541285,0.8114126771990946,0.6425386717768666,0.2595270913175778,0.3764542874907646,0.142661812477249,0.183545146853727,0.1696041440364968,0.0570701396452356,0.999213272259474,978,0,8,True,BRCA,1,10.0,998.2,zcdp,42.0
0.3669724770642202,0.2554971988795518,0.8761467889908257,0.8356450749337123,0.3057484649207311,0.7218391321225516,1.1748430271494996,0.2063871643515404,0.2622014927376678,0.1681315056569971,0.1179534447574079,1.0,978,0,4,True,BRCA,3,10.0,1001.0,basic,42.0
0.2660550458715596,0.2032484863022367,0.8807339449541285,0.8114126771990946,0.2504871959898724,0.4994135357711416,0.8354848144637501,0.1989996410865359,0.2529726889205667,0.1696041440364968,0.1012436268190726,1.0,978,0,8,True,BRCA,1,10.0,1010.0,basic,42.0
0.7935779816513762,0.5532942243296761,0.8807339449541285,0.8114126771990946,0.6818900417474196,0.5109231997708202,0.7185670145918257,0.1422535705395634,0.1830367791039527,0.1696041440364968,0.0525452127195097,0.9996876570602008,978,0,4,True,BRCA,1,10.0,1015.6,zcdp,42.0
