tstr_accuracy,tstr_macro_f1,real_accuracy,real_macro_f1,utility_ratio,wasserstein_mean,wasserstein_p90,corr_mae,corr_frobenius,corr_real_mean_abs,corr_syn_mean_abs,discriminator_auc,dp_bound_auc,dp_valid,edge_lo_err,edge_hi_err,modal_cell_share,occupied_bins,rho_binning,rho_selection,rho_measurement,rho_total_budget,sel_eps_round_label,sel_rho_select_label,sel_label_score_ratio,sel_eps_round,sel_score_chosen,sel_score_best_tree,sel_score_ratio,sel_rho_select,dataset,config,epsilon,split,target,binning,n_bins,structure,k_label,l_pairs,edge_estimator,fingerprint,seed,fit_seconds,seconds,auc_mahalamia_pinv,auc_t1_mahalamia_pinv,auc_mahalamia_ledoit,auc_t1_mahalamia_ledoit,auc_mahalamia_ridge1.0e-8,auc_t1_mahalamia_ridge1.0e-8,auc_mahalamia_pca850,auc_t1_mahalamia_pca850,auc_mahalamia_pca800,auc_t1_mahalamia_pca800,auc_mahalamia_pinv_cc,auc_t1_mahalamia_pinv_cc,auc_mahalamia_ledoit_cc,auc_t1_mahalamia_ledoit_cc,auc_mahalamia_ridge1.0e-8_cc,auc_t1_mahalamia_ridge1.0e-8_cc,auc_mahalamia_pca850_cc,auc_t1_mahalamia_pca850_cc,auc_mahalamia_pca800_cc,auc_t1_mahalamia_pca800_cc,auc_mamamia,auc_arm_ratio_shipped,auc_arm_ratio_1_way_only,auc_arm_log,auc_arm_log_1_way_only,auc_arm_log_2_way_only,auc_arm_log_inverse_variance,auc_arm_log_class_centred,auc_arm_log_1_way_only_class_centred,auc_arm_log_2_way_only_class_centred
0.7988439306358381,0.7131228666141783,0.9734104046242774,0.9732831161743244,0.7326982814797448,0.0975456575045921,0.1495698748227295,0.179881369539354,0.2270405922571775,0.1804477594976315,0.0147313254406149,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973708,1.782695616328951,0.3776448719449478,0.1782695616328951,1.0,0.3776448719449478,65267.6794300416,65273.85464099597,0.999905395338021,0.3565391232657902,COMBINED,dp_quantile16/k10_l20,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=20,n_bins=16,structure=forest",dp_quantile,16,forest,10,20,threshold,b65ae176ef5549b2,1423,666.1,931.5,0.5008464915066679,0.0089647194910352,0.5019697977714406,0.0112781954887218,0.5051474840948524,0.0104106419895893,0.5058816449750432,0.0098322729901677,0.502645118799667,0.0104106419895893,0.4997037948361343,0.0127241179872758,0.4975160221585533,0.0127241179872758,0.4988479424439266,0.0115673799884326,0.4999461749081463,0.009253903990746,0.5005803749034659,0.0115673799884326,0.5043715335470735,0.5096467268660758,0.5461531775191647,0.5059572006940427,0.5054537187789394,0.5061494331649489,0.5060725401765864,0.50666127301357,0.5042688981234769,0.5086207069474487
0.861271676300578,0.7510981463636613,0.9734104046242774,0.9732831161743244,0.7717159928921775,0.0992342310455515,0.1578035498036222,0.1751498464296868,0.2203641039991129,0.1804477594976315,0.0193515486216419,0.999999749044361,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973708,1.782695616328951,0.247226601642804,0.3820062034990609,0.9993566558865036,0.2472266016428041,64708.50740667283,64708.50740667283,1.0,0.1528024813996243,COMBINED,dp_quantile16/k50_l20,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=20,n_bins=16,structure=forest",dp_quantile,16,forest,50,20,threshold,7939bebca2341766,1423,689.8,959.9,0.4998194686360186,0.0083863504916136,0.501236639843272,0.0101214574898785,0.5046379844676164,0.0106998264893001,0.5039860656532393,0.0052053209947946,0.5007980154922655,0.0080971659919028,0.5007375040535977,0.0153267784846732,0.4989866841403196,0.0144592249855407,0.5010213394758573,0.0133024869866975,0.5019858450037945,0.0118565644881434,0.501574634674726,0.0098322729901677,0.5076551984674893,0.5161792877034739,0.5502091154966117,0.5076909704229449,0.5056044958995979,0.5092923504849274,0.5083796641447995,0.5082305586108445,0.5044788494134402,0.5115138892139196
0.7803468208092486,0.6884857906435574,0.9734104046242774,0.9732831161743244,0.7073849111343703,0.0969162924665391,0.1493537396099835,0.1806717981833267,0.2297169374330315,0.1804477594976315,0.0137664398570731,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.069617369797371,1.782695616328951,0.6541001054264922,0.5348086848986853,1.0,,,,,,COMBINED,dp_quantile16/k10_l0,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=0,n_bins=16,structure=forest",dp_quantile,16,forest,10,0,threshold,1b85fd1b0fd7c3e2,1423,668.9,961.6,0.5010691468555784,0.0109890109890109,0.5024562295021681,0.0086755349913244,0.5054991859372754,0.0115673799884326,0.5012035424265421,0.0049161364950838,0.5060100228338744,0.0104106419895893,0.5014058044176694,0.007807981492192,0.5028336737798252,0.0144592249855407,0.4998385247244389,0.0112781954887218,0.5005536295162094,0.0147484094852515,0.5005656649404748,0.0121457489878542,0.5035982575380202,0.5110040552693428,0.5477017354413156,0.5061898855631743,0.5054289792957272,0.5064576737530798,0.5063346449717001,0.5069681763323381,0.5042421527362203,0.5093675718865862
0.8658959537572254,0.781987514560786,0.9734104046242774,0.9732831161743244,0.8034532825705819,0.1016285677613261,0.1664906294586457,0.1713507961530602,0.2136364684371543,0.1804477594976315,0.0227454905002392,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.069617369797371,1.782695616328951,0.1688879210046213,0.1782695616328951,0.9987505607631814,0.1688879210046213,273419.5300513539,273474.82743096305,0.9997977971862032,0.3565391232657902,COMBINED,dp_quantile16/k50_l100,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=100,n_bins=16,structure=forest",dp_quantile,16,forest,50,100,threshold,1130fff2df396773,1423,703.2,991.9,0.5010621261914234,0.007807981492192,0.5025578619737427,0.0089647194910352,0.5058849881484503,0.0104106419895893,0.502944332819599,0.0066512434933487,0.5073737032666148,0.0098322729901677,0.5002931963077992,0.018796992481203,0.5007986841269471,0.0112781954887218,0.5011741225005599,0.0135916714864083,0.5016872996185439,0.0121457489878542,0.5023549313479341,0.0101214574898785,0.5071660921980362,0.5168853659270453,0.5458435996616708,0.5074415696867781,0.5053978877830414,0.5092438744705249,0.5081974611941147,0.5078257003112494,0.5042705697101804,0.5109619312844138
0.8092485549132948,0.7018774263519186,0.9734104046242774,0.9732831161743244,0.7211441508517914,0.100146233270048,0.1581741251995038,0.176390679853672,0.2204604467373777,0.1804477594976315,0.0177836169089354,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973708,1.782695616328951,0.1972186022755986,0.0486189713544259,0.99940911945831,0.1972186022755986,274931.0165055142,274971.3317709849,0.9998533837501856,0.4861897135442593,COMBINED,dp_quantile16/k10_l100,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=100,n_bins=16,structure=forest",dp_quantile,16,forest,10,100,threshold,d767aaf82a8dd1f6,1423,696.5,1013.5,0.5003771099603166,0.007807981492192,0.502174065666612,0.0089647194910352,0.5051779069728568,0.0083863504916136,0.5028233099422634,0.015615962984384,0.5009049970412915,0.0069404279930595,0.5031302132610317,0.0130133024869866,0.501357328403267,0.009253903990746,0.4965762561138283,0.007807981492192,0.4975745276931769,0.0063620589936379,0.4990505387523946,0.0072296124927703,0.5039613261700271,0.5110772707669574,0.548767204806146,0.5060568272615732,0.5054988516199347,0.5062343497694882,0.5061945660059441,0.5069039874029226,0.5044220154655201,0.5089105600818409
0.8670520231213873,0.7804938695692089,0.9734104046242774,0.9732831161743244,0.8019186366214688,0.0994524029238063,0.1628440815727823,0.1732420443843332,0.2164089682322289,0.1804477594976315,0.0208151341516282,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973708,1.782695616328951,0.2068446150903977,0.2674043424493426,0.998751435301914,0.2068446150903977,147185.84154833184,147186.00899624467,0.9999988623381124,0.2674043424493426,COMBINED,dp_quantile16/k50_l50,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=50,n_bins=16,structure=forest",dp_quantile,16,forest,50,50,threshold,d1b4e8f0e1694b9c,1423,740.8,1024.6,0.5017163852271853,0.0086755349913244,0.5029383151074662,0.0089647194910352,0.5060451261546485,0.0098322729901677,0.5059622154541534,0.0135916714864083,0.5020761106857852,0.0066512434933487,0.5057967283705038,0.0144592249855407,0.5039262228492529,0.0034702139965297,0.5045025859446304,0.012434933487565,0.5048215246876641,0.0104106419895893,0.5050662449810609,0.0080971659919028,0.5072593667360932,0.515886760030356,0.5467211826810245,0.5070948826044658,0.5054089202552847,0.5087173246589127,0.5077334287252145,0.5072396420129915,0.5041221328109068,0.5096300109990405
0.8566473988439306,0.7529453870312336,0.9734104046242774,0.9732831161743244,0.7736139408138811,0.1060601756174709,0.1767855701835473,0.1688281978357754,0.2104695719979015,0.1804477594976315,0.0253371948816182,0.9999994980887218,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973708,1.782695616328951,0.1308200210852984,0.106961736979737,0.9974179519777268,0.1308200210852984,516005.13996410056,516466.5000184326,0.9991066989740562,0.4278469479189482,COMBINED,dp_quantile16/k50_l200,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=200,n_bins=16,structure=forest",dp_quantile,16,forest,50,200,threshold,039135542865b8b5,1423,742.8,1027.1,0.5013489704697494,0.0063620589936379,0.5029155815282983,0.0083863504916136,0.5061133268921525,0.0101214574898785,0.5105931792576149,0.0086755349913244,0.510466807302828,0.0086755349913244,0.4994393498196358,0.0086755349913244,0.5051996376000026,0.0089647194910352,0.4996392715893781,0.0075187969924812,0.5006459011022443,0.0052053209947946,0.5012112317253784,0.0066512434933487,0.5094317608160017,0.5173978744103478,0.5424542904615919,0.5069949217195947,0.5052397556808873,0.5085140597157634,0.5075976958848878,0.5070932110177623,0.5040987305970573,0.5096888508510048
0.884393063583815,0.803254979283965,0.9734104046242774,0.9732831161743244,0.8253045449317076,0.0980575364829288,0.1551431813477976,0.1772776999928683,0.2254295566621425,0.1804477594976315,0.0171708737145724,1.0,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,0.2925224599646831,0.5348086848986853,0.9998925449445656,,,,,,COMBINED,dp_quantile16/k50_l0,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=0,n_bins=16,structure=forest",dp_quantile,16,forest,50,0,threshold,5b58743e8d48a258,1423,727.6,1035.3,0.5011136110618921,0.0075187969924812,0.5022021483232313,0.0098322729901677,0.5056248892573809,0.0104106419895893,0.5014305439008816,0.0138808559861191,0.5077882567690903,0.0049161364950838,0.5076648936703698,0.0161943319838056,0.5077585025257676,0.0159051474840948,0.5058595800305566,0.0095430884904569,0.506255077444612,0.0109890109890109,0.5053089593704135,0.0083863504916136,0.5063560412815052,0.5162107135335002,0.5497494291531406,0.5077217276182898,0.5056790486665753,0.5097908176399202,0.5085792515972011,0.5083388774292333,0.5045249852064576,0.5119210877348997
0.7884393063583816,0.6849918030889207,0.9734104046242774,0.9732831161743244,0.7037950126797762,0.1053198276492108,0.1754434298777529,0.1746245042129181,0.2185376129538478,0.1804477594976315,0.0196437562286992,0.9999989961774436,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973703,1.782695616328951,0.1427363450093093,0.0254670802332707,0.9965744124208624,0.1427363450093093,516850.0878479804,517192.6803438711,0.9993375921413604,0.5093416046654146,COMBINED,dp_quantile16/k10_l200,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=200,n_bins=16,structure=forest",dp_quantile,16,forest,10,200,threshold,4eb45866a6930cdb,1423,755.8,1041.7,0.5002346907731757,0.0072296124927703,0.502159355703621,0.0095430884904569,0.5052568058652634,0.0080971659919028,0.4996198811836171,0.0141700404858299,0.5025789239662072,0.0060728744939271,0.4971392465155775,0.0089647194910352,0.50088059187542,0.0086755349913244,0.4959871889595041,0.0095430884904569,0.4971322258514227,0.0080971659919028,0.4979706937419137,0.0069404279930595,0.5041903335484108,0.5112263763009124,0.5444708926607315,0.505902372650167,0.5052905719166747,0.506125362316418,0.5060360995864495,0.5066154715378932,0.5041672656519021,0.5091292036226627
0.8069364161849711,0.7127089814845807,0.9734104046242774,0.9732831161743244,0.7322730350918033,0.0990608991149923,0.1526429136325373,0.1780438253102703,0.2231291308836022,0.1804477594976315,0.0159492238447758,0.9999992471330827,0.909090665814329,True,1.927599596940964,1.515903005221455,0.5880554974032534,13.593047034764826,0.1782695616328951,0.5348086848986853,1.0696173697973708,1.782695616328951,0.267035249832598,0.0891347808164475,1.0,0.267035249832598,148714.1685958919,148727.32006628404,0.9999115732712304,0.4456739040822377,COMBINED,dp_quantile16/k10_l50,10,1,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=50,n_bins=16,structure=forest",dp_quantile,16,forest,10,50,threshold,84cb142a228bf0c9,1423,776.5,1054.6,0.5007899918760886,0.0080971659919028,0.5020734361470595,0.0086755349913244,0.5050822922134148,0.0083863504916136,0.5030730449957709,0.015615962984384,0.5081814139617608,0.0054945054945054,0.5013432870749572,0.0176402544823597,0.5095918988222001,0.0127241179872758,0.5038610309678153,0.0112781954887218,0.5039907460960094,0.0112781954887218,0.5043615040268523,0.0127241179872758,0.5043421136210914,0.5118201238980065,0.546505547996269,0.5061029630545907,0.5054159409194394,0.5066228265193887,0.5063901416502573,0.5069955903542761,0.504245830226968,0.5095267069407623
