attack,tag,generator,auc_mean,auc_std,auc_count,aupr_mean,aupr_std,aupr_count,tpr_at_fpr_0.01_mean,tpr_at_fpr_0.01_std,tpr_at_fpr_0.01_count,tpr_at_fpr_0.1_mean,tpr_at_fpr_0.1_std,tpr_at_fpr_0.1_count,row
mahalamia,aux,cvae,0.6187525543475108,0.07625510189218214,5,0.8619235958620719,0.03881368075885681,5,0.07946189778937299,0.09033698977955779,5,0.2316190436060797,0.13459638066301635,5,mahalamia
mahalamia,aux,mvn,0.9000520666167559,0.002816253473750006,5,0.9727077175402817,0.0010545068124944408,5,0.41100064859593777,0.05114596192941974,5,0.7296447804413295,0.008421229051984492,5,mahalamia
mahalamia,aux,nd,0.7697482836660142,0.006572913984721738,5,0.9312778134201942,0.0023084075051760956,5,0.1962775375291922,0.021930912075597928,5,0.4592315400550211,0.017323362356376715,5,mahalamia
mahalamia,aux,pgm,0.4997295496909001,0.004370358656861703,5,0.800327355627004,0.004501317514909711,5,0.009599654617228861,0.0031498139532642974,5,0.10120118161839982,0.015898902541751504,5,mahalamia
mamamia,k4_1w_2w,cvae,0.5168260392986805,0.003196947599740534,5,0.8113198156061973,0.0016799560376783685,5,0.01445755291557998,0.004961622219484555,5,0.12028575341215131,0.010334579324231385,5,mamamia
mamamia,k4_1w_2w,mvn,0.5118199966907022,0.0054253041647112366,5,0.8080251365119189,0.0028270472170654135,5,0.012896291031133721,0.004041033370304215,5,0.11334713125464935,0.006739937942901675,5,mamamia
mamamia,k4_1w_2w,nd,0.5280247853760289,0.004179356926865551,5,0.8144339486236417,0.0028962430957490026,5,0.01254923619008152,0.0026312113263378015,5,0.1164694878165458,0.008362218025861578,5,mamamia
mamamia,k4_1w_2w,pgm,0.4992243339233699,0.0058712679156052655,5,0.7996362744720434,0.0036357773531319167,5,0.01000437915122714,0.005035489945751983,5,0.09761726686453938,0.006085703517428438,5,mamamia
melomia_cvae,k20_n50,cvae,0.7305582201610634,0.01638688177301085,5,0.9036561180254884,0.006002391002158672,5,0.052396301983191965,0.024459187169599845,5,0.3192234037625921,0.024861081445903703,5,melomia_cvae
melomia_cvae,k20_n50,mvn,0.5283573894667267,0.009801022764352428,5,0.8152510817922746,0.004050664729685125,5,0.01526713574917338,0.0029440021023642692,5,0.11629651217910675,0.007051125624465294,5,melomia_cvae
melomia_cvae,k20_n50,nd,0.5251176024639437,0.0052428212672046915,5,0.8134672454229899,0.0020169828781107816,5,0.01081377805712486,0.004907942810039025,5,0.12375626838127404,0.007775952570610887,5,melomia_cvae
melomia_cvae,k20_n50,pgm,0.49428713469411123,0.00745821892758639,5,0.7965806410713479,0.005428568594748488,5,0.010063001924050841,0.005093947375528037,5,0.09079396737223,0.012728151956174782,5,melomia_cvae
melomia_nd,k20_n600,cvae,0.5912979496958384,0.026672571140700225,5,0.8507120829402537,0.015641961337614772,5,0.03146021368050854,0.012068985237806616,5,0.1922327334113521,0.0474084675600254,5,melomia_nd
melomia_nd,k20_n600,mvn,0.6437171605822153,0.1296546765469089,5,0.8681797084509084,0.05829826555004519,5,0.07547476336447893,0.0746162541492938,5,0.2642979789188763,0.17900178909422343,5,melomia_nd
melomia_nd,k20_n600,nd,0.6481699206182989,0.08141621953250322,5,0.8714896070113225,0.038983988375711966,5,0.0582963178845773,0.04870268401656024,5,0.24208650253293515,0.1115736170994977,5,melomia_nd
melomia_nd,k20_n600,pgm,0.4991418768936504,0.01435918815842955,5,0.799749018626564,0.007231142018223329,5,0.008212204405202041,0.00380179350623678,5,0.09779209849963481,0.013249267079481047,5,melomia_nd
