attack,tag,generator,auc_mean,auc_std,auc_count,aupr_mean,aupr_std,aupr_count,tpr_at_fpr_0.01_mean,tpr_at_fpr_0.01_std,tpr_at_fpr_0.01_count,tpr_at_fpr_0.1_mean,tpr_at_fpr_0.1_std,tpr_at_fpr_0.1_count,row
melomia_cvae,k30_n50,cvae,0.7980171114481804,0.022326697468226353,10,0.9434489952895593,0.00702330521253536,10,0.3292053318446581,0.02173462240438214,10,0.5181353290007268,0.04471133873271941,10,melomia_cvae_grouped
melomia_cvae,k30_n50,mvn,0.5527783423195384,0.015667967046943194,10,0.828288500633892,0.00974415397533142,10,0.02318936369668938,0.010919166285289734,10,0.14164147505240204,0.023232334358642658,10,melomia_cvae_grouped
melomia_cvae,k30_n50,nd,0.5628003511155818,0.03334120459758396,10,0.8417492363057365,0.016392817225630813,10,0.03948272048367894,0.010297146698135418,10,0.18090537081705088,0.047558904758905694,10,melomia_cvae_grouped
melomia_cvae,k30_n50,pgm,0.4907542318101611,0.01555369082983796,10,0.7983805585392959,0.007522545276014984,10,0.014235193124005879,0.011624123138757178,10,0.09527696731585542,0.021329709201604447,10,melomia_cvae_grouped
melomia_cvae,k30_n50_blockcv,cvae,0.7980745264373733,0.023848355070368494,5,0.9434790009795696,0.007561526776530844,5,0.3308074131810952,0.03200837505348281,5,0.5240975784451068,0.05098102867560806,5,melomia_cvae_blockcv
melomia_cvae,k30_n50_blockcv,mvn,0.5545184033521792,0.015078059514635022,5,0.8281461606010794,0.011400745296974438,5,0.02089236246431914,0.007891311607991149,5,0.14072562382161172,0.03655677004506017,5,melomia_cvae_blockcv
melomia_cvae,k30_n50_blockcv,nd,0.5603806164550093,0.036947029992356564,5,0.8413381113760032,0.018888464956911127,5,0.04568091090068354,0.009965196371902468,5,0.18549200012639694,0.0509329947835464,5,melomia_cvae_blockcv
melomia_cvae,k30_n50_blockcv,pgm,0.4941602024545181,0.009848666943796837,5,0.8011190950264317,0.004389012575007188,5,0.01400425536397048,0.004478000657477033,5,0.10812469059080036,0.0217761029035844,5,melomia_cvae_blockcv
melomia_nd,k30_n600,cvae,0.8238515691593967,0.05678042234452048,10,0.9495052349785287,0.02205067941933203,10,0.4024215548931419,0.1409404603674594,10,0.5564615173953802,0.1331467125783658,10,melomia_nd_grouped
melomia_nd,k30_n600,mvn,0.876091260976063,0.06871897489136328,10,0.9545209605659297,0.0323155332789595,10,0.2185403258934684,0.1178721656513233,10,0.5725157732860047,0.19024388555770605,10,melomia_nd_grouped
melomia_nd,k30_n600,nd,0.858363227215069,0.05352650721603759,10,0.9590347170611349,0.018362582679724824,10,0.3289667576022498,0.09832448541583028,10,0.6223530372133685,0.1129614654700187,10,melomia_nd_grouped
melomia_nd,k30_n600,pgm,0.4883273848941957,0.025085489358756517,10,0.8009543646192245,0.012593903866623343,10,0.016528244451700518,0.009453571840685782,10,0.10950478728446682,0.016143679061782084,10,melomia_nd_grouped
melomia_nd,k30_n600_blockcv,cvae,0.8151003763609941,0.05715854639456876,5,0.9458269532463227,0.02468634716327648,5,0.36729031272711954,0.16054437840018101,5,0.538091037402964,0.15733013558505263,5,melomia_nd_blockcv
melomia_nd,k30_n600_blockcv,mvn,0.8678097015289419,0.06691730002194331,5,0.949112748327741,0.032890002582362986,5,0.1751387733176039,0.11144628173533011,5,0.5091392894384816,0.19607123311161975,5,melomia_nd_blockcv
melomia_nd,k30_n600_blockcv,nd,0.8537951060304888,0.05459271331902479,5,0.9570342055831323,0.019844185888844932,5,0.3278181253225755,0.11582535278308069,5,0.6051303995196916,0.11670220371881494,5,melomia_nd_blockcv
melomia_nd,k30_n600_blockcv,pgm,0.503367179061326,0.01920383071429888,5,0.8010010534046863,0.013529051348427593,5,0.012396907487965899,0.004965422568542881,5,0.09158986296464038,0.0339866098424135,5,melomia_nd_blockcv
